id,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x1,x2,x3,x4
1,4.584720585795126,-0.1418086565705359,0.07122243656265226,2.1950016080175465,-0.27422408712683577,0.18825601202315106,-0.9221350218269057,0,0,A,NA,2.3250584937151295,0.25057806717021047,-0.6856616644968339,-0.1418086565705359,1.3709584471466685,2.3250584937151295,0.25057806717021047,-0.6856616644968339
2,1.6082555220185548,-0.8138980738694446,0.9702900259834104,0.3234855354884193,-0.20029939108706107,-1.6583323832104797,-0.49581727080860044,0,1,A,NA,0.5241221811510918,-0.27792404916101443,-0.7927144685829102,-0.8138980738694446,-0.5646981713960887,0.5241221811510918,-0.27792404916101443,-0.7927144685829102
3,3.109998903148773,-0.3255405893126657,0.31003525163495893,0.863710633833695,1.2574027505194212,-2.365248869455552,NA,1,0,A,NA,0.9707334164085906,-1.7247357342628442,-0.4070041522618732,-0.3255405893126657,0.3631284113373392,0.9707334164085906,-1.7247357342628442,-0.4070041522618732
4,2.6581151806358205,0.37815739716547725,-0.13954856248630781,0.35489048379725674,-0.5895018268170208,0.2329644331434752,-0.6927605881545021,0,0,A,NA,0.37697339715261424,-2.0067049438556874,-1.14867061145898,0.37815739716547725,0.6328626049610404,0.37697339715261424,NA,-1.14867061145898
5,1.312042922927945,-1.9944853620480043,-0.3263111342261356,-0.8758473626794417,-2.0952077123310016,5.044320204144016,0.298901175659299,0,1,B,NA,-0.9959333965421564,-1.2918083304684589,1.1157604655467204,-1.9944853620480043,0.40426832314099903,-0.9959333965421564,-1.2918083304684589,1.1157604655467204
6,1.0945876788948503,-0.9993566932428972,-0.11880950684510483,-0.5143139011283088,-16.648972316285512,-2.098679783044867,-0.06867296617260174,0,1,D,NA,-0.5974829130480451,0.3658382284832957,-0.8794567781700035,-0.9993566932428972,-0.10612451609148403,-0.5974829130480451,0.3658382284832957,-0.8794567781700035
7,-1.4868826736698741,0.2838224231340894,0.8935588932455633,0.14410129374475383,-1.0880292308953936,-0.6797394393247304,-0.8683798936952477,0,0,B,NA,0.1652514230801522,-0.15220325390843112,1.2793229375316142,0.2838224231340894,1.511521997438939,0.1652514230801522,-0.15220325390843112,1.2793229375316142
8,2.421855711185096,-1.1011939768431591,0.21111451066000622,-3.0997896862267917,0.450256958596496,2.8263480586626706,-0.6681428939538353,1,0,B,NA,-2.9284771785775674,-0.7340940900762087,-1.4542772548471603,-1.1011939768431591,-0.09465903841309756,NA,-0.7340940900762087,-1.4542772548471603
9,-2.5659964011717054,0.9833469823595288,-0.48877979383539055,-0.6224487597141166,-1.8604197485567606,-0.8626864467617767,0.16941256204090677,0,1,A,NA,-0.8479142265785491,-0.7819720569815907,0.8422287691935204,0.9833469823595288,2.018423713877042,-0.8479142265785491,-0.7819720569815907,0.8422287691935204
10,1.6340953789106272,-1.01662540554706,-0.22037192510504694,0.9818408365131366,-1.3313105481935879,-0.42013288447148217,0.07251087496043267,0,0,D,NA,0.7985845122234458,0.5515670348127087,-0.6032150078127323,-1.01662540554706,-0.062714099052421,0.7985845122234458,0.5515670348127087,-0.6032150078127323
